2016,9,1,31.900000,20.400000,26.237500,65.500000
2016,9,2,34.300000,19.300000,26.200000,67.750000
2016,9,3,34.300000,18.600000,27.137500,61.000000
2016,9,4,30.400000,21.900000,25.812500,70.875000
2016,9,5,31.900000,19.400000,25.350000,69.375000
2016,9,6,29.500000,20.800000,24.537500,72.625000
2016,9,7,29.000000,18.600000,23.825000,74.875000
2016,9,8,31.300000,21.400000,25.612500,73.125000
2016,9,9,33.400000,20.200000,26.587500,68.125000
2016,9,10,33.100000,22.000000,27.050000,67.500000
2016,9,11,31.600000,20.600000,25.312500,69.625000
2016,9,12,30.700000,18.000000,24.225000,71.750000
2016,9,13,30.500000,20.700000,25.087500,73.625000
2016,9,14,30.400000,20.500000,24.787500,73.875000
2016,9,15,27.700000,19.800000,22.937500,86.250000
2016,9,16,24.300000,21.500000,22.562500,86.250000
2016,9,17,29.200000,20.300000,24.012500,72.500000
2016,9,18,29.200000,17.300000,22.637500,70.625000
2016,9,19,26.200000,17.600000,21.662500,58.625000
2016,9,20,25.200000,15.000000,20.225000,57.000000
2016,9,21,24.600000,14.500000,19.300000,70.125000
2016,9,22,27.400000,12.600000,20.637500,69.375000
2016,9,23,29.000000,17.700000,22.612500,74.000000
2016,9,24,30.000000,17.600000,23.937500,72.000000
2016,9,25,26.300000,21.300000,23.387500,80.625000
2016,9,26,30.400000,20.800000,24.500000,81.750000
2016,9,27,27.000000,21.900000,24.200000,85.875000
2016,9,28,21.700000,13.800000,17.200000,87.375000
2016,9,29,17.900000,13.700000,16.087500,80.875000
2016,9,30,17.700000,13.800000,15.925000,95.250000
2016,10,1,20.800000,18.500000,19.950000,98.625000
2016,10,2,20.600000,19.200000,19.962500,98.375000
2016,10,3,26.900000,18.500000,21.712500,85.000000
2016,10,4,26.000000,15.100000,20.812500,83.875000
2016,10,5,27.600000,17.800000,22.275000,81.625000
2016,10,6,25.900000,18.100000,21.100000,74.875000
2016,10,7,19.900000,17.300000,18.512500,87.875000
2016,10,8,23.200000,16.900000,19.237500,68.875000
2016,10,9,19.900000,13.200000,16.312500,57.375000
2016,10,10,18.600000,14.100000,16.262500,72.875000
2016,10,11,17.800000,15.000000,15.987500,89.125000
2016,10,12,20.100000,14.900000,17.050000,86.500000
2016,10,13,18.400000,14.100000,16.112500,89.875000
2016,10,14,19.400000,13.800000,16.225000,84.500000
2016,10,15,18.000000,15.400000,16.887500,96.625000
2016,10,16,18.100000,16.500000,17.237500,92.250000
2016,10,17,21.900000,15.800000,17.950000,79.750000
2016,10,18,20.000000,16.400000,18.050000,92.625000
2016,10,19,22.000000,18.100000,19.750000,90.250000
2016,10,20,19.600000,16.800000,18.675000,96.375000
2016,10,21,19.100000,16.400000,17.937500,98.250000
2016,10,22,19.500000,15.500000,18.500000,96.875000
2016,10,23,14.400000,12.000000,13.250000,91.625000
2016,10,24,14.100000,11.500000,12.800000,97.750000
2016,10,25,13.400000,11.000000,12.450000,90.125000
2016,10,26,15.900000,13.400000,14.550000,95.875000
2016,10,27,15.300000,14.100000,14.875000,97.000000
2016,10,28,14.300000,10.900000,12.250000,91.875000
2016,10,29,10.800000,8.000000,9.125000,86.875000
2016,10,30,15.900000,7.100000,11.625000,87.625000
2016,10,31,13.500000,7.200000,10.950000,92.875000
2016,11,1,11.700000,6.200000,8.025000,74.625000
2016,11,2,15.100000,4.800000,9.550000,82.625000
2016,11,3,17.500000,5.200000,11.462500,81.875000
2016,11,4,20.800000,7.400000,13.825000,76.250000
2016,11,5,22.800000,10.100000,15.612500,79.000000
2016,11,6,19.800000,10.800000,15.112500,87.500000
2016,11,7,15.200000,10.300000,13.425000,93.000000
2016,11,8,10.200000,6.800000,8.425000,70.375000
2016,11,9,10.300000,5.500000,7.900000,76.125000
2016,11,10,13.600000,7.500000,10.062500,77.375000
2016,11,11,19.600000,6.800000,12.850000,70.000000
2016,11,12,19.600000,8.800000,13.350000,77.000000
2016,11,13,20.200000,7.400000,13.250000,82.125000
2016,11,14,20.900000,9.300000,14.525000,80.375000
2016,11,15,17.600000,9.900000,12.737500,67.875000
2016,11,16,15.300000,9.300000,12.412500,78.375000
2016,11,17,14.000000,12.000000,12.987500,94.875000
2016,11,18,16.500000,12.900000,14.675000,95.000000
2016,11,19,16.200000,14.700000,15.162500,94.375000
2016,11,20,14.400000,12.600000,13.662500,95.625000
2016,11,21,13.800000,9.800000,12.437500,95.125000
2016,11,22,5.000000,-2.100000,1.487500,91.500000
2016,11,23,0.000000,-4.300000,-2.825000,91.500000
2016,11,24,1.500000,-9.300000,-2.987500,86.250000
2016,11,25,3.000000,-1.400000,1.425000,85.500000
2016,11,26,9.100000,2.100000,4.600000,84.875000
2016,11,27,13.500000,0.400000,6.087500,82.000000
2016,11,28,10.700000,2.000000,5.575000,81.000000
2016,11,29,10.300000,2.600000,6.487500,82.875000
2016,11,30,11.500000,4.500000,7.487500,84.000000
